State,Atmospheric Condition,Crash Date,Fatalities in crash,Roadway,Age,Alcohol Results,Person Type,Drug Involvement,Race,Gender,Injury Severity,Crash Date.year,Crash Date.month,Crash Date.day-of-month,Crash Date.day-of-week,Alcohol Results Cleaned,Race Cleaned,Gender Cleaned,Drug Involvment Clean,Age Cleaned,Roadway Category,Alcohol Category
North Carolina,Clear,1/6/2011,1,Rural-Major Collector,39,,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,1,6,4,0,Unknown,Male,No,39,Rural,0
North Dakota,Clear,8/8/2011,1,Rural-Principal Arterial-Other,59,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,8,8,1,0,White,Male,No,59,Rural,0
Oregon,Cloudy,3/22/2011,1,Rural-Minor Arterial,67,0,Bicyclist,No,White,Male,Fatal Injury (K),2011,3,22,2,0,White,Male,No,67,Rural,0
Pennsylvania,Snow,2/20/2011,1,Rural-Minor Collector,62,0,Driver of a Motor Vehicle In-Transport,No,Unknown,Female,Fatal Injury (K),2011,2,20,7,0,Unknown,Female,No,62,Rural,0
Tennessee,Clear,2/14/2011,1,Rural-Minor Arterial,48,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,14,1,0,White,Male,No,48,Rural,0
Texas,Clear,1/11/2011,2,Urban-Local Road or Street,17,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,11,2,0,White,Female,Unknown,17,Urban,0
Texas,Clear,1/11/2011,2,Urban-Local Road or Street,54,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,11,2,0,Unknown,Male,Unknown,54,Urban,0
Utah,Clear,5/31/2011,2,Urban-Local Road or Street,19,0,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,5,31,2,0,Unknown,Male,No,19,Urban,0
Utah,Clear,5/31/2011,2,Urban-Local Road or Street,44,,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,5,31,2,0,White,Male,No,44,Urban,0
Utah,Clear,5/31/2011,2,Urban-Local Road or Street,45,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,5,31,2,0,White,Male,No,45,Urban,0
Virginia,Clear,2/10/2011,1,Urban-Other Principal Arterial,27,0,Driver of a Motor Vehicle In-Transport,Not Reported,\N,Male,Fatal Injury (K),2011,2,10,4,0,Unknown,Male,Unknown,27,Urban,0
Washington,Rain,2/28/2011,1,Rural-Principal Arterial-Other,18,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,2,28,1,0,White,Female,Unknown,18,Rural,0
West Virginia,Cloudy,4/2/2011,1,Rural-Principal Arterial-Interstate,57,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,4,2,6,0,Unknown,Female,Unknown,57,Rural,0
West Virginia,Cloudy,4/2/2011,1,Rural-Principal Arterial-Interstate,68,,Driver of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,4,2,6,0,Unknown,Female,No,68,Rural,0
Wisconsin,Clear,2/9/2011,1,Urban-Other Principal Arterial,32,,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,2,9,3,0,Unknown,Male,No,32,Urban,0
Wisconsin,Clear,2/9/2011,1,Urban-Other Principal Arterial,32,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,2,9,3,0,Unknown,Female,Unknown,32,Urban,0
Wisconsin,Clear,2/9/2011,1,Urban-Other Principal Arterial,37,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,2,9,3,0,Unknown,Male,Unknown,37,Urban,0
Wisconsin,Clear,2/9/2011,1,Urban-Other Principal Arterial,38,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,9,3,0,White,Male,No,38,Urban,0
Wyoming,Clear,7/10/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,21,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,7,10,7,0,Unknown,Male,Unknown,21,Urban,0
Wyoming,Clear,7/10/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,33,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,7,10,7,0,White,Male,Unknown,33,Urban,0
Alabama,Clear,2/6/2011,1,Rural-Minor Arterial,19,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,2,6,7,0,Unknown,Male,Unknown,19,Rural,0
Alabama,Clear,2/6/2011,1,Rural-Minor Arterial,22,0,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,2,6,7,0,Unknown,Male,No,22,Rural,0
Alaska,Cloudy,12/8/2011,1,Urban-Principal Arterial-Interstate,23,,Passenger of a Motor Vehicle In-Transport,Not Reported,\N,Female,Fatal Injury (K),2011,12,8,4,0,Unknown,Female,Unknown,23,Urban,0
Alaska,Cloudy,12/8/2011,1,Urban-Principal Arterial-Interstate,24,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,12,8,4,0,Unknown,Male,Unknown,24,Urban,0
Alaska,Cloudy,12/8/2011,1,Urban-Principal Arterial-Interstate,27,0.17,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,12,8,4,0.17,Unknown,Male,No,27,Urban,1
Arizona,Clear,2/14/2011,1,Urban-Minor Arterial,24,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,14,1,0,Unknown,Male,No,24,Urban,0
Arizona,Clear,2/14/2011,1,Urban-Minor Arterial,26,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,14,1,0,Unknown,Male,No,26,Urban,0
Arkansas,Clear,2/22/2011,1,Urban-Minor Arterial,26,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,22,2,0,White,Male,Unknown,26,Urban,0
California,Clear,1/10/2011,1,Urban-Local Road or Street,59,0,Passenger of a Motor Vehicle In-Transport,Not Reported,\N,Female,Fatal Injury (K),2011,1,10,1,0,Unknown,Female,Unknown,59,Urban,0
Colorado,Clear,3/29/2011,1,Urban-Other Principal Arterial,24,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,3,29,2,0,Unknown,Male,No,24,Urban,0
Colorado,Clear,3/29/2011,1,Urban-Other Principal Arterial,60,0,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,3,29,2,0,White,Female,No,60,Urban,0
Connecticut,Clear,7/18/2011,1,Urban-Minor Arterial,24,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,7,18,1,0,Unknown,Male,Unknown,24,Urban,0
Connecticut,Clear,7/18/2011,1,Urban-Minor Arterial,38,0.11,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,7,18,1,0.11,White,Male,Unknown,38,Urban,1
Connecticut,Clear,7/18/2011,1,Urban-Minor Arterial,40,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,7,18,1,0,Unknown,Male,Unknown,40,Urban,0
Florida,Clear,2/13/2011,2,Urban-Minor Arterial,16,,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Female,Fatal Injury (K),2011,2,13,7,0,Black,Female,Unknown,16,Urban,0
Florida,Clear,2/13/2011,2,Urban-Minor Arterial,18,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,2,13,7,0,Unknown,Female,Unknown,18,Urban,0
Florida,Clear,2/13/2011,2,Urban-Minor Arterial,22,0,Driver of a Motor Vehicle In-Transport,Unknown,Black,Female,Fatal Injury (K),2011,2,13,7,0,Black,Female,Unknown,22,Urban,0
Florida,Clear,2/13/2011,2,Urban-Minor Arterial,23,0,Driver of a Motor Vehicle In-Transport,Unknown,,Male,Incapacitating Injury (A),2011,2,13,7,0,Unknown,Male,Unknown,23,Urban,0
Georgia,Clear,1/24/2011,1,Urban-Minor Arterial,48,,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2011,1,24,1,0,Unknown,Male,No,48,Urban,0
Illinois,Clear,2/10/2011,1,Urban-Local Road or Street,29,0.12,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,2,10,4,0.12,Black,Male,Unknown,29,Urban,1
Indiana,Clear,1/25/2011,1,Rural-Local Road or Street,55,0,Pedestrian,No,White,Male,Fatal Injury (K),2011,1,25,2,0,White,Male,No,55,Rural,0
Kentucky,Clear,2/14/2011,1,Rural-Minor Collector,24,0,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),2011,2,14,1,0,White,Female,Yes,24,Rural,0
Maine,Clear,8/22/2011,1,Rural-Minor Arterial,61,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,8,22,1,0,Unknown,Female,Unknown,61,Rural,0
Maryland,Clear,2/14/2011,1,Rural-Local Road or Street,18,0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,2,14,1,0,White,Female,Unknown,18,Rural,0
Maryland,Clear,2/14/2011,1,Rural-Local Road or Street,18,,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,2,14,1,0,Unknown,Male,No,18,Rural,0
Massachusetts,Cloudy,4/27/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,24,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,4,27,3,0,Unknown,Male,Unknown,24,Urban,0
Minnesota,Clear,4/13/2011,1,Urban-Local Road or Street,28,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,4,13,3,0,White,Male,Unknown,28,Urban,0
Mississippi,Clear,2/8/2011,3,Rural-Major Collector,37,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,8,2,0,White,Male,No,37,Rural,0
Mississippi,Clear,2/8/2011,3,Rural-Major Collector,53,,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,2,8,2,0,White,Female,No,53,Rural,0
Mississippi,Clear,2/8/2011,3,Rural-Major Collector,54,,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,2,8,2,0,Unknown,Male,No,54,Rural,0
Nebraska,Clear,6/5/2011,1,Rural-Local Road or Street,57,0.2,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,6,5,7,0.2,White,Male,No,57,Rural,1
New Hampshire,Rain,10/14/2011,1,Rural-Major Collector,19,0,Driver of a Motor Vehicle In-Transport,Yes,,Female,Non-incapacitating Evident Injury (B),2011,10,14,5,0,Unknown,Female,Yes,19,Rural,0
New Mexico,Clear,3/2/2011,1,Rural-Principal Arterial-Other,50,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,2,3,0,Unknown,Male,Unknown,50,Rural,0
North Dakota,Clear,8/8/2011,1,Urban-Minor Arterial,75,,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,8,8,1,0,Unknown,Female,No,75,Urban,0
Ohio,Snow,1/12/2011,1,Rural-Local Road or Street,2,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,1,12,3,0,Unknown,Female,Unknown,2,Rural,0
Ohio,Snow,1/12/2011,1,Rural-Local Road or Street,49,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,12,3,0,Unknown,Female,Unknown,49,Rural,0
Oklahoma,Cloudy,2/26/2011,1,Rural-Minor Arterial,30,0.16,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,26,6,0.16,White,Male,No,30,Rural,1
Oregon,Cloudy,3/23/2011,1,Rural-Major Collector,18,0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,23,3,0,White,Male,Unknown,18,Rural,0
Oregon,Cloudy,3/23/2011,1,Rural-Major Collector,19,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,3,23,3,0,Unknown,Male,No,19,Rural,0
Pennsylvania,Clear,2/22/2011,1,Rural-Principal Arterial-Other,26,0.15,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2011,2,22,2,0.15,Unknown,Male,No,26,Rural,1
Rhode Island,Clear,11/24/2011,1,Urban-Other Principal Arterial,11,,Pedestrian,Not Reported,,Female,Possible Injury (C),2011,11,24,4,0,Unknown,Female,Unknown,11,Urban,0
South Carolina,Clear,2/12/2011,1,Rural-Minor Arterial,21,0,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,2,12,6,0,Black,Male,Unknown,21,Rural,0
South Dakota,Clear,9/7/2011,1,Rural-Minor Arterial,39,0.24,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,9,7,3,0.24,White,Male,Unknown,39,Rural,1
Tennessee,Clear,2/13/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,20,,Passenger of a Motor Vehicle In-Transport,Unknown,,Male,Incapacitating Injury (A),2011,2,13,7,0,Unknown,Male,Unknown,20,Urban,0
Tennessee,Clear,2/13/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,22,,Driver of a Motor Vehicle In-Transport,Unknown,,Female,Possible Injury (C),2011,2,13,7,0,Unknown,Female,Unknown,22,Urban,0
Tennessee,Clear,2/13/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,31,,Passenger of a Motor Vehicle In-Transport,Unknown,,Female,Incapacitating Injury (A),2011,2,13,7,0,Unknown,Female,Unknown,31,Urban,0
Texas,Not Reported,1/11/2011,1,Urban-Other Principal Arterial,54,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,11,2,0,Unknown,Male,Unknown,54,Urban,0
Texas,Not Reported,1/11/2011,1,Urban-Other Principal Arterial,54,,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,1,11,2,0,White,Male,Unknown,54,Urban,0
Utah,Clear,6/25/2011,1,Urban-Minor Arterial,11,,Pedestrian,No,White,Female,Fatal Injury (K),2011,6,25,6,0,White,Female,No,11,Urban,0
Utah,Clear,6/25/2011,1,Urban-Minor Arterial,,,Passenger of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,6,25,6,0,Unknown,Male,No,Unknown,Urban,0
Virginia,Clear,2/12/2011,1,Rural-Local Road or Street,24,0.2,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),2011,2,12,6,0.2,Black,Male,No,24,Rural,1
Washington,Cloudy,2/28/2011,1,Rural-Principal Arterial-Other,66,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,2,28,1,0,Unknown,Female,Unknown,66,Rural,0
Wisconsin,Cloudy,3/3/2011,1,Urban-Collector,33,0.37,Pedestrian,Unknown,Black,Male,Fatal Injury (K),2011,3,3,4,0.37,Black,Male,Unknown,33,Urban,1
Wisconsin,Cloudy,3/3/2011,1,Urban-Collector,37,0,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,3,3,4,0,Unknown,Female,No,37,Urban,0
Alabama,Clear,2/6/2011,1,Rural-Principal Arterial-Other,21,,Passenger of a Motor Vehicle In-Transport,Not Reported,Unknown,Female,Fatal Injury (K),2011,2,6,7,0,Unknown,Female,Unknown,21,Rural,0
Alabama,Clear,2/6/2011,1,Rural-Principal Arterial-Other,24,0,Driver of a Motor Vehicle In-Transport,Yes,,Female,Incapacitating Injury (A),2011,2,6,7,0,Unknown,Female,Yes,24,Rural,0
Alabama,Clear,2/6/2011,1,Rural-Principal Arterial-Other,,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,2,6,7,0,Unknown,Male,Unknown,Unknown,Rural,0
Alaska,Cloudy,12/15/2011,1,Urban-Other Principal Arterial,36,0,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,12,15,4,0,Unknown,Female,No,36,Urban,0
Alaska,Cloudy,12/15/2011,1,Urban-Other Principal Arterial,64,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,12,15,4,0,White,Female,Unknown,64,Urban,0
Arizona,Clear,2/14/2011,1,Rural-Principal Arterial-Interstate,6,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,2,14,1,0,Unknown,Male,Unknown,6,Rural,0
Arizona,Clear,2/14/2011,1,Rural-Principal Arterial-Interstate,71,0,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2011,2,14,1,0,Unknown,Male,No,71,Rural,0
California,Clear,1/10/2011,1,Urban-Other Principal Arterial,38,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,10,1,0,Unknown,Female,Unknown,38,Urban,0
California,Clear,1/10/2011,1,Urban-Other Principal Arterial,,0,Bicyclist,Unknown,\N,Male,Fatal Injury (K),2011,1,10,1,0,Unknown,Male,Unknown,Unknown,Urban,0
Delaware,Rain,8/13/2011,1,Rural-Principal Arterial-Other,29,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,8,13,6,0,Unknown,Female,Unknown,29,Rural,0
Delaware,Rain,8/13/2011,1,Rural-Principal Arterial-Other,53,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,8,13,6,0,White,Female,Unknown,53,Rural,0
Florida,Clear,2/13/2011,1,Rural-Principal Arterial-Other,37,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,2,13,7,0,Unknown,Male,No,37,Rural,0
Georgia,Cloudy,1/24/2011,1,Rural-Major Collector,43,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,24,1,0,White,Male,Unknown,43,Rural,0
Idaho,Clear,7/14/2011,1,Rural-Local Road or Street,71,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,7,14,4,0,Unknown,Male,No,71,Rural,0
Illinois,Snow,2/4/2011,1,Urban-Local Road or Street,,,Driver of a Motor Vehicle In-Transport,Not Reported,,Unknown,No Injury (O),2011,2,4,5,0,Unknown,Unknown,Unknown,Unknown,Urban,0
Indiana,Clear,2/10/2011,1,Rural-Local Road or Street,31,0.17,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,2,10,4,0.17,Unknown,Male,Unknown,31,Rural,1
Indiana,Clear,2/10/2011,1,Rural-Local Road or Street,49,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,10,4,0,White,Male,No,49,Rural,0
Iowa,Snow,3/25/2011,1,Rural-Principal Arterial-Other,41,,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,3,25,5,0,Black,Male,Unknown,41,Rural,0
Iowa,Snow,3/25/2011,1,Rural-Principal Arterial-Other,45,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,3,25,5,0,Unknown,Male,Unknown,45,Rural,0
Kentucky,Clear,2/13/2011,1,Urban-Minor Arterial,48,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,13,7,0,Unknown,Male,Unknown,48,Urban,0
Kentucky,Clear,2/13/2011,1,Urban-Minor Arterial,50,,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,2,13,7,0,White,Male,Unknown,50,Urban,0
Kentucky,Clear,2/13/2011,1,Urban-Minor Arterial,62,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,13,7,0,Unknown,Male,Unknown,62,Urban,0
Maine,Clear,8/24/2011,1,Rural-Minor Arterial,50,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,8,24,3,0,Unknown,Male,Unknown,50,Rural,0
Maryland,Clear,2/4/2011,1,Rural-Major Collector,24,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,2,4,5,0,Unknown,Female,Unknown,24,Rural,0
Massachusetts,Clear,5/14/2011,1,Urban-Local Road or Street,33,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,5,14,6,0,Unknown,Male,Unknown,33,Urban,0
Massachusetts,Clear,5/14/2011,1,Urban-Local Road or Street,38,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,5,14,6,0,Unknown,Male,Unknown,38,Urban,0
Minnesota,"Sleet, Hail (Freezing Rain or Drizzle)",4/15/2011,1,Rural-Principal Arterial-Interstate,44,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,4,15,5,0,Unknown,Male,No,44,Rural,0
Missouri,Clear,2/17/2011,1,Rural-Local Road or Street,57,0.1,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,17,4,0.1,White,Male,Unknown,57,Rural,1
Montana,Clear,7/5/2011,1,Rural-Minor Arterial,16,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,7,5,2,0,White,Female,No,16,Rural,0
Alabama,Clear,1/1/2011,1,Urban-Collector,42,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,1,1,6,0,Unknown,Female,No,42,Urban,0
Alaska,Clear,3/23/2011,1,Rural-Local Road or Street,60,0,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,3,23,3,0,White,Male,Yes,60,Rural,0
California,Cloudy,1/1/2011,1,Urban-Principal Arterial-Other Freeways or Expressways,24,0.16,Driver of a Motor Vehicle In-Transport,Not Reported,\N,Male,Fatal Injury (K),2011,1,1,6,0.16,Unknown,Male,Unknown,24,Urban,1
Colorado,Clear,1/16/2011,1,Rural-Principal Arterial-Interstate,20,0,Pedestrian,No,White,Male,Fatal Injury (K),2011,1,16,7,0,White,Male,No,20,Rural,0
Delaware,Rain,3/10/2011,1,Rural-Minor Collector,55,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,10,4,0,White,Male,Unknown,55,Rural,0
Delaware,Rain,3/10/2011,1,Rural-Minor Collector,68,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,3,10,4,0,Unknown,Male,Unknown,68,Rural,0
District of Columbia,Clear,5/31/2011,1,Urban-Local Road or Street,32,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,5,31,2,0,Unknown,Male,No,32,Urban,0
District of Columbia,Clear,5/31/2011,1,Urban-Local Road or Street,33,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,5,31,2,0,Unknown,Female,Unknown,33,Urban,0
District of Columbia,Clear,5/31/2011,1,Urban-Local Road or Street,51,0.12,Pedestrian,No,Black,Male,Fatal Injury (K),2011,5,31,2,0.12,Black,Male,No,51,Urban,1
Florida,Clear,1/5/2011,2,Urban-Principal Arterial-Interstate,38,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,5,3,0,Unknown,Male,Unknown,38,Urban,0
Idaho,Clear,4/5/2011,1,Rural-Principal Arterial-Other,54,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,4,5,2,0,Unknown,Male,No,54,Rural,0
Idaho,Clear,4/5/2011,1,Rural-Principal Arterial-Other,59,0,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,4,5,2,0,White,Male,Yes,59,Rural,0
Illinois,Snow,1/11/2011,1,Urban-Principal Arterial-Interstate,53,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,11,2,0,White,Male,Unknown,53,Urban,0
Iowa,Clear,1/15/2011,1,Rural-Local Road or Street,17,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,15,6,0,Unknown,Female,Unknown,17,Rural,0
Kentucky,Cloudy,1/16/2011,1,Urban-Other Principal Arterial,40,0.16,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,16,7,0.16,White,Female,Unknown,40,Urban,1
Louisiana,Clear,1/21/2011,1,Rural-Minor Arterial,38,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,21,5,0,Unknown,Male,No,38,Rural,0
Maine,Cloudy,2/14/2011,1,Rural-Local Road or Street,33,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,2,14,1,0,Unknown,Male,Unknown,33,Rural,0
Maine,Cloudy,2/14/2011,1,Rural-Local Road or Street,93,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,2,14,1,0,White,Female,Unknown,93,Rural,0
Massachusetts,Clear,1/15/2011,1,Urban-Other Principal Arterial,21,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,15,6,0,White,Male,Unknown,21,Urban,0
Michigan,Snow,1/9/2011,1,Rural-Principal Arterial-Other,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,9,7,0,Unknown,Male,Unknown,20,Rural,0
Michigan,Snow,1/9/2011,1,Rural-Principal Arterial-Other,53,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,9,7,0,White,Male,No,53,Rural,0
Mississippi,Clear,1/8/2011,1,Rural-Major Collector,29,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,8,6,0,White,Female,No,29,Rural,0
Mississippi,Clear,1/8/2011,1,Rural-Major Collector,29,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,8,6,0,Unknown,Male,Unknown,29,Rural,0
Mississippi,Clear,1/8/2011,1,Rural-Major Collector,29,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,8,6,0,Unknown,Female,Unknown,29,Rural,0
Mississippi,Clear,1/8/2011,1,Rural-Major Collector,30,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,1,8,6,0,Unknown,Male,Unknown,30,Rural,0
Missouri,Snow,1/10/2011,2,Rural-Principal Arterial-Other,28,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,10,1,0,Unknown,Male,Unknown,28,Rural,0
Missouri,Snow,1/10/2011,2,Rural-Principal Arterial-Other,28,,Passenger of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,10,1,0,Unknown,Female,No,28,Rural,0
Missouri,Snow,1/10/2011,2,Rural-Principal Arterial-Other,43,0.01,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,10,1,0.01,White,Female,Unknown,43,Rural,1
Nevada,Clear,1/24/2011,1,Urban-Minor Arterial,27,,Pedestrian,Unknown,White,Female,Fatal Injury (K),2011,1,24,1,0,White,Female,Unknown,27,Urban,0
